"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"cod_bloco_predio";"bloco_predio";"cod_ambiente_fisico";"ambiente_fisico";"tipo_ambiente";"funcao_origem";"funcao_utilizacao";"ambiente_fisico_descricao";"ambiente_fisico_area_m2"
10;CRE - Sobradinho;415;ESCOLA CLASSE BASEVI;pública;379;A;181.555;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;24"
10;CRE - Sobradinho;415;ESCOLA CLASSE BASEVI;pública;379;A;181.556;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;24"
13;CRE - Paranoá;416;Escola Classe Boqueirão;pública;380;A;181.557;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"20;7"
13;CRE - Paranoá;416;Escola Classe Boqueirão;pública;380;A;181.558;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"20;7"
13;CRE - Paranoá;416;Escola Classe Boqueirão;pública;380;A;181.559;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"24;3"
5;CRE - Gama;848;Jardim de Infância 06 do Gama;pública;2.821;Bloco A ;181.560;sala 04;ADM/SERVIÇOS;ASSISTÊNCIA;ASSISTÊNCIA;;32
10;CRE - Sobradinho;417;ESCOLA CLASSE BROCHADO DA ROCHA;pública;381;A;181.561;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;30
10;CRE - Sobradinho;418;ESCOLA CLASSE CATINGUEIRO;pública;382;A;181.563;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"30;38"
10;CRE - Sobradinho;418;ESCOLA CLASSE CATINGUEIRO;pública;382;A;181.564;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"30;38"
13;CRE - Paranoá;419;ESCOLA CLASSE CÓRREGO DE SOBRADINHO;pública;383;A;181.565;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
13;CRE - Paranoá;419;ESCOLA CLASSE CÓRREGO DE SOBRADINHO;pública;383;A;181.566;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
13;CRE - Paranoá;419;ESCOLA CLASSE CÓRREGO DE SOBRADINHO;pública;383;A;181.567;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
13;CRE - Paranoá;419;ESCOLA CLASSE CÓRREGO DE SOBRADINHO;pública;383;A;181.568;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
13;CRE - Paranoá;419;ESCOLA CLASSE CÓRREGO DE SOBRADINHO;pública;383;A;181.569;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
13;CRE - Paranoá;419;ESCOLA CLASSE CÓRREGO DE SOBRADINHO;pública;383;A;181.570;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
10;CRE - Sobradinho;420;ESCOLA CLASSE CÓRREGO DO ARROZAL;pública;384;A;181.571;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
10;CRE - Sobradinho;420;ESCOLA CLASSE CÓRREGO DO ARROZAL;pública;384;A;181.572;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
10;CRE - Sobradinho;420;ESCOLA CLASSE CÓRREGO DO ARROZAL;pública;384;A;181.573;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
10;CRE - Sobradinho;420;ESCOLA CLASSE CÓRREGO DO ARROZAL;pública;384;A;181.574;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
10;CRE - Sobradinho;420;ESCOLA CLASSE CÓRREGO DO ARROZAL;pública;384;A;181.575;Sala 05;ADAPTADO;SALA DE LEITURA;SALA DE AULA;;48
10;CRE - Sobradinho;421;ESCOLA CLASSE CÓRREGO DO OURO;pública;385;A;181.576;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;20
6;CRE - Brazlândia;501;Escola Classe 03 de Brazlândia;pública;2.231;E;181.577;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;39"
6;CRE - Brazlândia;510;Escola Classe INCRA 07;pública;462;A;181.578;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"25;68"
11;CRE - Taguatinga;308;ESCOLA CLASSE 42 DE TAGUATINGA;pública;1.372;C;181.579;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"48;6"
11;CRE - Taguatinga;100;CENTRO DE ENSINO FUNDAMENTAL 03 DE TAGUATINGA;pública;1.221;C;181.580;Sala 08 B - Classe Especial;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
10;CRE - Sobradinho;421;ESCOLA CLASSE CÓRREGO DO OURO;pública;385;A;181.581;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;16
10;CRE - Sobradinho;421;ESCOLA CLASSE CÓRREGO DO OURO;pública;385;A;181.582;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;20
10;CRE - Sobradinho;423;ESCOLA CLASSE LOBEIRAL;pública;387;A;181.583;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;7"
10;CRE - Sobradinho;423;ESCOLA CLASSE LOBEIRAL;pública;387;A;181.584;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;7"
10;CRE - Sobradinho;423;ESCOLA CLASSE LOBEIRAL;pública;387;A;181.585;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;7"
10;CRE - Sobradinho;423;ESCOLA CLASSE LOBEIRAL;pública;387;A;181.586;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;7"
10;CRE - Sobradinho;423;ESCOLA CLASSE LOBEIRAL;pública;387;A;181.587;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;7"
10;CRE - Sobradinho;423;ESCOLA CLASSE LOBEIRAL;pública;387;A;181.588;Sala 06;ADAPTADO;SALA DE LEITURA;SALA DE AULA;;"30;91"
10;CRE - Sobradinho;427;ESCOLA CLASSE RIBEIRÃO;pública;391;A;181.593;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;12"
10;CRE - Sobradinho;427;ESCOLA CLASSE RIBEIRÃO;pública;391;A;181.594;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"31;92"
10;CRE - Sobradinho;427;ESCOLA CLASSE RIBEIRÃO;pública;391;A;181.595;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"15;96"
10;CRE - Sobradinho;428;ESCOLA CLASSE RUA DO MATO;pública;392;A;181.596;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;26
10;CRE - Sobradinho;428;ESCOLA CLASSE RUA DO MATO;pública;392;A;181.597;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;26
10;CRE - Sobradinho;428;ESCOLA CLASSE RUA DO MATO;pública;392;A;181.598;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;26
10;CRE - Sobradinho;428;ESCOLA CLASSE RUA DO MATO;pública;392;A;181.599;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;40
10;CRE - Sobradinho;428;ESCOLA CLASSE RUA DO MATO;pública;392;A;181.600;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;26
10;CRE - Sobradinho;429;ESCOLA CLASSE SANTA HELENA;pública;393;A;181.601;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"34;22"
10;CRE - Sobradinho;429;ESCOLA CLASSE SANTA HELENA;pública;393;A;181.602;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"34;22"
10;CRE - Sobradinho;429;ESCOLA CLASSE SANTA HELENA;pública;393;A;181.603;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"34;22"
10;CRE - Sobradinho;429;ESCOLA CLASSE SANTA HELENA;pública;393;A;181.604;Sala 12;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"34;22"
10;CRE - Sobradinho;429;ESCOLA CLASSE SANTA HELENA;pública;393;A;181.605;Sala 13;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;3"
13;CRE - Paranoá;431;ESCOLA CLASSE SOBRADINHO DOS MELOS;pública;395;A;181.610;Sala 01;ADAPTADO;BIBLIOTECA;SALA DE AULA;"1 ANO/EF9";33
13;CRE - Paranoá;431;ESCOLA CLASSE SOBRADINHO DOS MELOS;pública;395;A;181.611;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;"2 ANO/EF9";33
13;CRE - Paranoá;431;ESCOLA CLASSE SOBRADINHO DOS MELOS;pública;395;A;181.612;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;"3 ANO/EF9";33
13;CRE - Paranoá;431;ESCOLA CLASSE SOBRADINHO DOS MELOS;pública;395;A;181.613;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;"4 ANO/EF9";33
13;CRE - Paranoá;431;ESCOLA CLASSE SOBRADINHO DOS MELOS;pública;395;A;181.614;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;"5 ANO/EF9";33
10;CRE - Sobradinho;432;ESCOLA CLASSE SONHÉM DE CIMA;pública;396;A;181.615;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
10;CRE - Sobradinho;432;ESCOLA CLASSE SONHÉM DE CIMA;pública;396;A;181.616;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
10;CRE - Sobradinho;432;ESCOLA CLASSE SONHÉM DE CIMA;pública;396;A;181.617;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
10;CRE - Sobradinho;432;ESCOLA CLASSE SONHÉM DE CIMA;pública;396;A;181.618;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
10;CRE - Sobradinho;433;CENTRO DE ENSINO MÉDIO 01 DE SOBRADINHO;pública;397;A;181.619;Sala 14;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
10;CRE - Sobradinho;433;CENTRO DE ENSINO MÉDIO 01 DE SOBRADINHO;pública;397;A;181.620;Sala 15;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
10;CRE - Sobradinho;433;CENTRO DE ENSINO MÉDIO 01 DE SOBRADINHO;pública;397;A;181.621;Sala 16;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
10;CRE - Sobradinho;433;CENTRO DE ENSINO MÉDIO 01 DE SOBRADINHO;pública;397;A;181.622;Sala 17;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
10;CRE - Sobradinho;435;CENTRO EDUCACIONAL 03 DE SOBRADINHO;pública;399;A;181.623;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;62"
10;CRE - Sobradinho;435;CENTRO EDUCACIONAL 03 DE SOBRADINHO;pública;399;A;181.624;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;62"
10;CRE - Sobradinho;435;CENTRO EDUCACIONAL 03 DE SOBRADINHO;pública;399;A;181.625;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;62"
8;CRE - Núcleo Bandeirante;440;Centro de Educação Infantil da Candangolândia;pública;401;A;181.626;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;440;Centro de Educação Infantil da Candangolândia;pública;401;A;181.627;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;440;Centro de Educação Infantil da Candangolândia;pública;401;A;181.628;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;441;Centro de Educação Infantil do Núcleo Bandeirante;pública;402;A;181.629;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
8;CRE - Núcleo Bandeirante;441;Centro de Educação Infantil do Núcleo Bandeirante;pública;402;A;181.630;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
8;CRE - Núcleo Bandeirante;441;Centro de Educação Infantil do Núcleo Bandeirante;pública;402;A;181.631;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
8;CRE - Núcleo Bandeirante;441;Centro de Educação Infantil do Núcleo Bandeirante;pública;402;A;181.632;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
8;CRE - Núcleo Bandeirante;441;Centro de Educação Infantil do Núcleo Bandeirante;pública;402;A;181.633;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
8;CRE - Núcleo Bandeirante;441;Centro de Educação Infantil do Núcleo Bandeirante;pública;402;A;181.634;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
6;CRE - Brazlândia;501;Escola Classe 03 de Brazlândia;pública;2.231;E;181.635;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;39"
6;CRE - Brazlândia;510;Escola Classe INCRA 07;pública;462;A;181.636;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"25;68"
6;CRE - Brazlândia;510;Escola Classe INCRA 07;pública;1.019;B;181.637;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"24;9"
11;CRE - Taguatinga;311;ESCOLA CLASSE 50 DE TAGUATINGA;pública;1.375;C;181.638;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;2"
5;CRE - Gama;848;Jardim de Infância 06 do Gama;pública;2.821;Bloco A ;181.639;sala 05;ADM/SERVIÇOS;DIREÇÃO;DIREÇÃO;;24
8;CRE - Núcleo Bandeirante;442;Centro de Educação Infantil do Riacho Fundo II;pública;403;A;181.640;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
8;CRE - Núcleo Bandeirante;442;Centro de Educação Infantil do Riacho Fundo II;pública;403;A;181.641;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
8;CRE - Núcleo Bandeirante;442;Centro de Educação Infantil do Riacho Fundo II;pública;403;A;181.642;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
8;CRE - Núcleo Bandeirante;442;Centro de Educação Infantil do Riacho Fundo II;pública;403;A;181.643;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
8;CRE - Núcleo Bandeirante;443;Escola Classe 02 da Candangolândia;pública;404;A;181.644;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;56
8;CRE - Núcleo Bandeirante;443;Escola Classe 02 da Candangolândia;pública;404;A;181.645;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;56
8;CRE - Núcleo Bandeirante;444;Escola Classe Verde do Riacho Fundo I;pública;405;A;181.646;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;AMIANTO/MADEIRITE;"35;29"
8;CRE - Núcleo Bandeirante;444;Escola Classe Verde do Riacho Fundo I;pública;405;A;181.647;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;AMIANTO/MADEIRITE;"35;29"
8;CRE - Núcleo Bandeirante;444;Escola Classe Verde do Riacho Fundo I;pública;405;A;181.648;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;AMIANTO/MADEIRITE;"35;29"
8;CRE - Núcleo Bandeirante;444;Escola Classe Verde do Riacho Fundo I;pública;405;A;181.649;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;AMIANTO/MADEIRITE;"35;29"
8;CRE - Núcleo Bandeirante;445;Escola Classe Riacho Fundo;pública;406;A;181.650;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;445;Escola Classe Riacho Fundo;pública;406;A;181.651;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;445;Escola Classe Riacho Fundo;pública;406;A;181.652;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.653;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.654;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.655;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.656;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.657;Sala 12;PRÓPRIO;SALA DE AULA;SALA DE AULA;AMB ORIGEM S/ ARTES;"54;25"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.658;Sala 13;ADAPTADO;ALMOXARIFADO;SALA DE AULA;AUTORIZADA POR GERENTE/GPLAV;"16;2"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.659;Sala 14;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.660;Sala 15;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.661;Sala 16;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;447;Escola Classe 03 do Núcleo Bandeirante;pública;407;A;181.662;Sala 17;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;45"
8;CRE - Núcleo Bandeirante;448;Escola Classe 04 do Núcleo Bandeirante;pública;408;A;181.663;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"48;8"
8;CRE - Núcleo Bandeirante;448;Escola Classe 04 do Núcleo Bandeirante;pública;408;A;181.664;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"48;8"
8;CRE - Núcleo Bandeirante;448;Escola Classe 04 do Núcleo Bandeirante;pública;408;A;181.665;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"48;8"
8;CRE - Núcleo Bandeirante;449;Escola Classe 05 do Núcleo Bandeirante;pública;409;A;181.666;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;449;Escola Classe 05 do Núcleo Bandeirante;pública;409;A;181.667;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
8;CRE - Núcleo Bandeirante;449;Escola Classe 05 do Núcleo Bandeirante;pública;409;A;181.668;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
11;CRE - Taguatinga;450;ESCOLA CLASSE ARNIQUEIRA;pública;410;A;181.669;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"23;36"
8;CRE - Núcleo Bandeirante;451;Escola Classe Ipê;pública;411;A;181.670;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;1"
8;CRE - Núcleo Bandeirante;451;Escola Classe Ipê;pública;411;A;181.671;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"44;62"
8;CRE - Núcleo Bandeirante;451;Escola Classe Ipê;pública;411;A;181.672;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"54;3"
3;CRE - Plano Piloto e Cruzeiro;452;ESCOLA CLASSE JARDIM BOTÂNICO;pública;412;A;181.673;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;3"
3;CRE - Plano Piloto e Cruzeiro;452;ESCOLA CLASSE JARDIM BOTÂNICO;pública;412;A;181.674;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;31"
8;CRE - Núcleo Bandeirante;455;Centro de Ensino Médio Júlia Kubitschek;pública;415;A;181.675;Sala 14;PRÓPRIO;SALA DE AULA;SALA DE AULA;;54
13;CRE - Paranoá;459;ESCOLA CLASSE 02 DO PARANOÁ;pública;975;B;181.677;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;72"
13;CRE - Paranoá;459;ESCOLA CLASSE 02 DO PARANOÁ;pública;975;B;181.679;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;72"
13;CRE - Paranoá;459;ESCOLA CLASSE 02 DO PARANOÁ;pública;1.891;D;181.680;Sala 20;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;72"
13;CRE - Paranoá;459;ESCOLA CLASSE 02 DO PARANOÁ;pública;1.475;C;181.681;Sala 16;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;72"
13;CRE - Paranoá;771;CENTRO DE ENSINO FUNDAMENTAL 04 DO PARANOÁ;pública;2.741;A;181.682;"2";PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;25"
6;CRE - Brazlândia;503;Escola Classe 06 DE Brazlandia;pública;455;A;181.683;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
14;CRE - Santa Maria;334;ESCOLA CLASSE 203 DE SANTA MARIA;pública;304;A;181.684;"01";PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;47;ESCOLA CLASSE 29 DO GAMA;pública;1.650;D;181.685;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;SALA VIDEO 1 A 4 SERIES;"46;57"
11;CRE - Taguatinga;104;CENTRO DE ENSINO FUNDAMENTAL 09 DE TAGUATINGA;pública;682;B;181.686;Sala 02 B - Classe Especial;PRÓPRIO;SALA DE AULA;SALA DE AULA;Classe Especial;48
13;CRE - Paranoá;462;Escola Classe 05 do Paranoá;pública;420;A;181.690;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;18"
13;CRE - Paranoá;462;Escola Classe 05 do Paranoá;pública;420;A;181.691;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;18"
13;CRE - Paranoá;462;Escola Classe 05 do Paranoá;pública;420;A;181.692;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;18"
13;CRE - Paranoá;462;Escola Classe 05 do Paranoá;pública;420;A;181.693;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;18"
13;CRE - Paranoá;463;ESCOLA CLASSE ALTO INTERLAGOS;pública;421;A;181.695;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;38
13;CRE - Paranoá;463;ESCOLA CLASSE ALTO INTERLAGOS;pública;421;A;181.696;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;38
13;CRE - Paranoá;464;ESCOLA CLASSE QUEBRADA DOS NÉRIS;pública;422;A;181.697;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"33;6"
13;CRE - Paranoá;464;ESCOLA CLASSE QUEBRADA DOS NÉRIS;pública;422;A;181.698;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"28;99"
5;CRE - Gama;468;Centro de Educação Infantil 01 do Gama;pública;424;A;181.705;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
5;CRE - Gama;468;Centro de Educação Infantil 01 do Gama;pública;424;A;181.706;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
5;CRE - Gama;468;Centro de Educação Infantil 01 do Gama;pública;424;A;181.707;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
5;CRE - Gama;468;Centro de Educação Infantil 01 do Gama;pública;424;A;181.708;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
5;CRE - Gama;468;Centro de Educação Infantil 01 do Gama;pública;424;A;181.709;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
5;CRE - Gama;468;Centro de Educação Infantil 01 do Gama;pública;424;A;181.710;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
5;CRE - Gama;469;ESCOLA CLASSE 01 DO GAMA;pública;425;A;181.711;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
5;CRE - Gama;469;ESCOLA CLASSE 01 DO GAMA;pública;425;A;181.712;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
5;CRE - Gama;469;ESCOLA CLASSE 01 DO GAMA;pública;425;A;181.713;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;2"
8;CRE - Núcleo Bandeirante;453;Escola Classe Kanegae;pública;413;A;181.714;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;29
5;CRE - Gama;473;ESCOLA CLASSE 06 DO GAMA;pública;429;A;181.717;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
5;CRE - Gama;473;ESCOLA CLASSE 06 DO GAMA;pública;429;A;181.718;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
5;CRE - Gama;473;ESCOLA CLASSE 06 DO GAMA;pública;429;A;181.719;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
5;CRE - Gama;473;ESCOLA CLASSE 06 DO GAMA;pública;429;A;181.720;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
5;CRE - Gama;475;ESCOLA CLASSE 09 DO GAMA;pública;431;A;181.726;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;46
5;CRE - Gama;475;ESCOLA CLASSE 09 DO GAMA;pública;431;A;181.727;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;46
5;CRE - Gama;475;ESCOLA CLASSE 09 DO GAMA;pública;431;A;181.728;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;46
5;CRE - Gama;477;ESCOLA CLASSE 12 DO GAMA;pública;433;A;181.730;Sala 02;ADAPTADO;SALA ESPECIAL;SALA DE AULA;;48
5;CRE - Gama;478;JARDIM DE INFÂNCIA 03 DO GAMA;pública;434;A;181.731;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;SALA 1;48
5;CRE - Gama;478;JARDIM DE INFÂNCIA 03 DO GAMA;pública;434;A;181.732;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;SALA 2;48
5;CRE - Gama;478;JARDIM DE INFÂNCIA 03 DO GAMA;pública;434;A;181.733;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;SALA 3;48
5;CRE - Gama;479;ESCOLA CLASSE 14 DO GAMA;pública;435;A;181.734;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;479;ESCOLA CLASSE 14 DO GAMA;pública;435;A;181.735;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;479;ESCOLA CLASSE 14 DO GAMA;pública;435;A;181.736;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;480;ESCOLA CLASSE 15 DO GAMA;pública;436;A;181.737;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;480;ESCOLA CLASSE 15 DO GAMA;pública;436;A;181.738;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;480;ESCOLA CLASSE 15 DO GAMA;pública;436;A;181.739;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
5;CRE - Gama;484;ESCOLA CLASSE 19 DO GAMA;pública;439;A;181.741;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;34"
